src,dst,relation,source_doc_id,source_chunk_id,experiment_ref,paper_doc_id,reaction_system,paper_reaction_system
Failure_Mode:Catalyst_loss,Cathode:Copper_I_oxide_cubes,caused_by,doc_0445,doc_0445_chunk_040025,,doc_0445,CO2RR,CO2RR
Failure_Mode:Catalyst_mass_loss_indicating_deactivation,Cathode:Fe3Ni_catalyst,caused_by,doc_0331,doc_0331_chunk_030823,,doc_0331,unknown,unknown
Failure_Mode:Catalyst_mass_loss_indicating_deactivation,Cathode:Ni3Pt_catalyst,caused_by,doc_0331,doc_0331_chunk_030824,,doc_0331,unknown,unknown
Failure_Mode:Catalyst_material_degradation_and_dissolution,Operating_Condition:PEMWE_operating_conditions,caused_by,doc_1941,doc_1941_chunk_176650,,doc_1941,other_reaction,other_reaction
Failure_Mode:Catalyst_oxidation_state_and_structure_changes,Cathode:Cu_based_electrocatalyst,caused_by,doc_0833,doc_0833_chunk_079140,,doc_0833,CO2RR,CO2RR
Failure_Mode:Catalyst_passivation,Operating_Condition:Methanol_concentration,caused_by,doc_1478,doc_1478_chunk_132856,,doc_1478,other_reaction,other_reaction
Failure_Mode:Catalyst_peeling_off_due_to_H2_bubble_generation,Cathode:MoNi4_MoO2_Ni_electrocatalyst_on_nickel_foam,caused_by,doc_1149,doc_1149_chunk_106830,,doc_1149,CO2RR,CO2RR
Failure_Mode:Catalyst_reconstruction_under_CO_reaction_conditions,Cathode:Cu2O_P4VP_catalyst_layer,caused_by,doc_0711,doc_0711_chunk_068135,,doc_0711,CO2RR,CO2RR
Failure_Mode:Catalyst_surface_evolution_after_CO2RR_test,Cathode:Cu_catalysts_with_Cu_100_Cu_111_Cu_211_facets,caused_by,doc_1672,doc_1672_chunk_152461,,doc_1672,other_reaction,other_reaction
Failure_Mode:Catalyst_surface_obstruction_by_precipitates,Electrolyte:KOH_electrolyte,caused_by,doc_0524,doc_0524_chunk_047610,,doc_0524,CO2RR,CO2RR
Failure_Mode:Catalytic_activity_loss_due_to_consumption_of_sacrificial_electron_donor_BIH,Gas_Feed:Sacrificial_electron_donors_TEA_TEOA_BIH,caused_by,doc_0835,doc_0835_chunk_079270,,doc_0835,CO2RR,CO2RR
Failure_Mode:Cathode_degradation_during_shutdown_startup,Anode:Pt_111_calix_surface,caused_by,doc_1216,doc_1216_chunk_111441,,doc_1216,CORR,CORR
Failure_Mode:Cathode_passivation_by_Zn_dendrites,Cathode:Zn_dendrites_on_Ni_cathode,caused_by,doc_2165,doc_2165_chunk_200316,,doc_2165,unknown,unknown
Failure_Mode:Cathode_salt_accumulation_causing_transport_limitations_and_cell_failure,Separator:AEM,caused_by,doc_1968,doc_1968_chunk_179474,,doc_1968,other_reaction,other_reaction
Failure_Mode:Cation_crossover_causing_pH_gradients_and_contamination_with_Nafion_membrane,Electrolyte:0_1_M_KHCO3_catholyte,caused_by,doc_1782,doc_1782_chunk_163073,,doc_1782,CO2RR,CO2RR
Failure_Mode:Cation_crossover_causing_pH_gradients_and_contamination_with_Nafion_membrane,Separator:Bipolar_membrane,caused_by,doc_1782,doc_1782_chunk_163073,,doc_1782,CO2RR,CO2RR
Failure_Mode:Chemical_degradation_of_cation_groups_by_hydroxide_ions,Operating_Condition:Operation_at_60_110_C_and_up_to_4_A_cm_2_current_density,caused_by,doc_2020,doc_2020_chunk_185021,,doc_2020,other_reaction,other_reaction
Failure_Mode:Chemical_degradation_of_cation_groups_by_hydroxide_ions,Separator:Pure_polymeric_hydroxide_exchange_membrane,caused_by,doc_2020,doc_2020_chunk_185021,,doc_2020,other_reaction,other_reaction
Failure_Mode:Chemical_degradation_via_Hoffmann_elimination,Separator:Hydroxide_exchange_membrane_HEM,caused_by,doc_2450,doc_2450_chunk_226716,,doc_2450,CO2RR,CO2RR
Failure_Mode:Chloride_anion_corrosion_of_electrodes,Anode:NiMoN_NiFeN_catalyst,caused_by,doc_2239,doc_2239_chunk_206259,,doc_2239,CO2RR,CO2RR
Failure_Mode:Chloride_anion_corrosion_of_electrodes,Cathode:NiMoN_nanorods,caused_by,doc_2239,doc_2239_chunk_206259,,doc_2239,CO2RR,CO2RR
Failure_Mode:Chloride_dependent_high_potential_deactivation,Anode:Hydrogenase_polymer_bioanode,caused_by,doc_1680,doc_1680_chunk_153091,,doc_1680,other_reaction,other_reaction
Failure_Mode:Chloride_oxidation_reactions_and_membrane_corrosion,Separator:Na_exchange_membrane,caused_by,doc_2365,doc_2365_chunk_217805,,doc_2365,other_reaction,other_reaction
Failure_Mode:Chlorine_by_product_from_seawater_electrolysis,Gas_Feed:Water_feed,caused_by,doc_1061,doc_1061_chunk_100499,,doc_1061,transferable,both
Failure_Mode:Co_and_Ru_loss_in_NG_RuCo_catalyst,Cathode:NG_RuCo_catalyst,caused_by,doc_0622,doc_0622_chunk_058006,,doc_0622,CO2RR,CO2RR
Failure_Mode:Co_dissolution_at_high_current_density,Anode:CoOOH_catalyst,caused_by,doc_2481,doc_2481_chunk_230205,,doc_2481,other_reaction,other_reaction
Failure_Mode:Co_dissolution_during_acid_washing,Cathode:Co_doped_SrIrO3_catalyst_SI6C1,caused_by,doc_1980,doc_1980_chunk_180711,,doc_1980,CO2RR,CO2RR
Failure_Mode:Co_ion_poisoning_of_sulfonate_groups,Separator:PTFE_phase,caused_by,doc_2494_chunk_231741,doc_2494_chunk_231741,,doc_2494,other_reaction,other_reaction
Failure_Mode:Co_lattice_reconstruction_in_NG_RuCo_catalyst,Cathode:NG_RuCo_catalyst,caused_by,doc_0622,doc_0622_chunk_058006,,doc_0622,CO2RR,CO2RR
Failure_Mode:Co_leaching,Cathode:Pd_Co_N_C_catalyst,caused_by,doc_0521,doc_0521_chunk_047309,,doc_0521,CO2RR,CO2RR
Failure_Mode:Coalescence_of_small_gold_nanoparticles,Cathode:Schiff_base_modified_gold_nanocatalyst,caused_by,doc_1235,doc_1235_chunk_112665,,doc_1235,unknown,unknown
Failure_Mode:Cobalt_dissolution_at_high_current_densities,Cathode:Co3O4_catalyst,caused_by,doc_2494_chunk_231739,doc_2494_chunk_231739,,doc_2494,other_reaction,other_reaction
Failure_Mode:Cobalt_dissolution_from_CoP_catalyst,Gas_Feed:H2_evolution_at_cathode,caused_by,doc_1737,doc_1737_chunk_158584,,doc_1737,other_reaction,other_reaction
Failure_Mode:Cobalt_leaching_causes_rapid_degradation_of_Co_C_catalyst,Cathode:Co_C_catalyst,caused_by,doc_1199,doc_1199_chunk_110148,,doc_1199,CO2RR,CO2RR
Failure_Mode:Coke_deposition,Operating_Condition:Impregnation_ratio_0_5_2,caused_by,doc_0959,doc_0959_chunk_092279,,doc_0959,CO2RR,CO2RR
Failure_Mode:Coke_deposition,Operating_Condition:Reaction_temperature_300_350_C,caused_by,doc_0959,doc_0959_chunk_092279,,doc_0959,CO2RR,CO2RR
Failure_Mode:Coking_causing_rapid_deactivation_of_solid_Ga_Ce_alloy_electrode,Cathode:Cerium_containing_liquid_metal_electrode,caused_by,doc_0348,doc_0348_chunk_032110,,doc_0348,CO2RR,CO2RR
Failure_Mode:Coking_on_solid_Ga_Ce_alloy_electrode,Cathode:Solid_Ga_Ce_alloy_electrode,caused_by,doc_2227,doc_2227_chunk_205380,,doc_2227,other_reaction,other_reaction
Failure_Mode:Collapse_of_hollow_nanospheres_with_shell_thickness_below_30_nm,Separator:Hollow_nanosphere_membrane_like_shell,caused_by,doc_1156,doc_1156_chunk_107319,,doc_1156,CO2RR,CO2RR
Failure_Mode:Collapse_of_porous_structure_and_decreased_surface_area_in_controls,Operating_Condition:n_hexane_reforming_at_400_and_550_C_H2_pretreatment,caused_by,doc_1153,doc_1153_chunk_107131,,doc_1153,other_reaction,other_reaction
Failure_Mode:Competing_HER_limits_selectivity_and_performance_in_CO2_and_nitrogen_reduction,Cathode:Re_catalyst,caused_by,doc_2149,doc_2149_chunk_198958,,doc_2149,other_reaction,other_reaction
Failure_Mode:Competing_HER_limits_selectivity_and_performance_in_CO2_and_nitrogen_reduction,Cathode:Sc_catalyst,caused_by,doc_2149,doc_2149_chunk_198958,,doc_2149,other_reaction,other_reaction
Failure_Mode:Competing_HER_limits_selectivity_and_performance_in_CO2_and_nitrogen_reduction,Cathode:Ti_catalyst,caused_by,doc_2149,doc_2149_chunk_198958,,doc_2149,other_reaction,other_reaction
Failure_Mode:Competing_HER_limits_selectivity_and_performance_in_CO2_and_nitrogen_reduction,Cathode:Y_catalyst,caused_by,doc_2149,doc_2149_chunk_198958,,doc_2149,other_reaction,other_reaction
Failure_Mode:Competing_HER_limits_selectivity_and_performance_in_CO2_and_nitrogen_reduction,Cathode:Zr_catalyst,caused_by,doc_2149,doc_2149_chunk_198958,,doc_2149,other_reaction,other_reaction
Failure_Mode:Competitive_hydrogen_production_in_CO2RR,Cathode:CO2_reduction_reaction_cathode,caused_by,doc_0935,doc_0935_chunk_088989,,doc_0935,transferable,both
Failure_Mode:Complete_decomposition_of_H_CuCP_during_CO2RR,Cathode:H_CuCP_catalyst,caused_by,doc_2007,doc_2007_chunk_183651,,doc_2007,CO2RR,CO2RR
Failure_Mode:Computational_limitations_excluding_promising_photocathodes,Operating_Condition:Visible_light_excitation,caused_by,doc_0343,doc_0343_chunk_031679,,doc_0343,other_reaction,other_reaction
Failure_Mode:Condensation_product_deposition_at_anode,Anode:Anode_with_ceric_ammonium_nitrate_mediator,caused_by,doc_1086,doc_1086_chunk_102633,,doc_1086,CO2RR,CO2RR
Failure_Mode:Contact_resistance_due_to_Ni_oxide_formation_at_anode_bipolar_plate_interface,Anode:NiFeOOH_oxygen_evolution_electrocatalyst,caused_by,doc_1449,doc_1449_chunk_130362,,doc_1449,other_reaction,other_reaction
Failure_Mode:Contact_resistance_from_Ni_oxide_formation_at_anode_bipolar_plate_interface,Anode:NiFeOOH_oxygen_evolution_electrocatalyst,caused_by,doc_2303,doc_2303_chunk_211651,,doc_2303,CO2RR,CO2RR
Failure_Mode:Contact_resistance_from_Ni_oxide_formation_at_anode_bipolar_plate_interface,Anode:NiFeOOH_oxygen_evolution_electrocatalyst_on_Ni_mesh,caused_by,doc_0458,doc_0458_chunk_041228,,doc_0458,other_reaction,other_reaction
Failure_Mode:Contact_resistance_from_Ni_oxide_layer_formation_at_anode_bipolar_plate_interface,Anode:Ni_mesh_electrocoated_with_NiFeOOH_electrocatalyst,caused_by,doc_1899,doc_1899_chunk_172551,,doc_1899,CO2RR,CO2RR
Failure_Mode:Contact_resistance_from_Ni_oxide_layer_formation_at_anode_bipolar_plate_interface,Operating_Condition:Operating_temperature_80_C,caused_by,doc_1899,doc_1899_chunk_172551,,doc_1899,CO2RR,CO2RR
Failure_Mode:Continuous_hydroxide_consumption_due_to_carbonate_formation,Cathode:GDE,caused_by,doc_1866,doc_1866_chunk_169766,,doc_1866,other_reaction,other_reaction
Failure_Mode:Conventional_paired_electrolysis_failed_to_give_acceptable_yields,Anode:NiOOH_electrodeposited_on_nickel_foam,caused_by,doc_1730,doc_1730_chunk_157998,,doc_1730,CO2RR,CO2RR
Failure_Mode:Conventional_paired_electrolysis_failed_to_give_acceptable_yields,Cathode:RR_electrode,caused_by,doc_1730,doc_1730_chunk_157998,,doc_1730,CO2RR,CO2RR
Failure_Mode:Conventional_paired_electrolysis_strategies_failed_to_give_acceptable_yields,Separator:Membrane_in_divided_cells,caused_by,doc_1730,doc_1730_chunk_157998,,doc_1730,CO2RR,CO2RR
Failure_Mode:Copper_dissolution_and_detachment_in_50_nm_Cu_catalyst_layers,Operating_Condition:Alkaline_environment,caused_by,doc_0560,doc_0560_chunk_051291,,doc_0560,unknown,non_reaction
Failure_Mode:Copper_hydride_catalyst_aggregation_and_deactivation,Cathode:Copper_hydride_complex_CAAC_CuH,caused_by,doc_0819,doc_0819_chunk_078054,,doc_0819,CO2RR,CO2RR
Failure_Mode:Corrosion_and_carbon_deposits_in_high_pressure_configurations,Cathode:Cu_nanoparticles,caused_by,doc_0827,doc_0827_chunk_078718,,doc_0827,CO2RR,CO2RR
Failure_Mode:Corrosion_at_catalyst_coating_cracks,Operating_Condition:Acidic_OER_at_various_current_densities,caused_by,doc_1945,doc_1945_chunk_177071,,doc_1945,other_reaction,other_reaction
Failure_Mode:Corrosion_in_highly_saline_electrolytes,Cathode:RuMoNi_electrocatalyst,caused_by,doc_2361,doc_2361_chunk_217404,,doc_2361,other_reaction,other_reaction
Failure_Mode:Corrosion_of_uncoated_titanium_bipolar_plates,Operating_Condition:Operating_temperature_60_80_C,caused_by,doc_1837,doc_1837_chunk_167384,,doc_1837,CO2RR,CO2RR
Failure_Mode:Corrosion_or_passivation_due_to_large_G_pbx,Separator:Passivating_surface_films,caused_by,doc_0343,doc_0343_chunk_031681,,doc_0343,other_reaction,other_reaction
Failure_Mode:Coverage_of_catalytic_active_sites_by_adsorbed_organic_intermediates,Anode:NiOOH_Fe2O3_photoanode,caused_by,doc_0517,doc_0517_chunk_046906,,doc_0517,unknown,unknown
Failure_Mode:Crack_formation_and_propagation_due_to_hydrogen_penetration,Cathode:Pressure_Zn_foil,caused_by,doc_0638,doc_0638_chunk_059918,,doc_0638,CO2RR,CO2RR
Failure_Mode:Crystalline_KHCO3_precipitates_blocking_CO2_flow,Operating_Condition:Current_density_300_mA_cm_2,caused_by,doc_1789,doc_1789_chunk_163567,,doc_1789,other_reaction,other_reaction
Failure_Mode:Cu2_precipitation_as_Cu_OH_and_CuxOy_causing_catalyst_loss,Electrolyte:Catholyte_with_dissolved_CO2_and_Cu2_ions,caused_by,doc_0768,doc_0768_chunk_073824,,doc_0768,CO2RR,CO2RR
Failure_Mode:CuZn_alloy_phase_removed_under_CO2_hydrogenation,Operating_Condition:CO2_hydrogenation_H2_CO2_ratio_3_1,caused_by,doc_1681,doc_1681_chunk_153158,,doc_1681,other_reaction,other_reaction
Failure_Mode:Cu_Nx_moiety_unstable_under_strongly_reducing_conditions,Cathode:Cu_N_C_catalyst_with_near_surface_metallic_Cu_particles,caused_by,doc_0320,doc_0320_chunk_029898,,doc_0320,CO2RR,CO2RR
Failure_Mode:Cu_Nx_site_instability,Cathode:MNC_catalyst,caused_by,doc_0116,doc_0116_chunk_013476,,doc_0116,unknown,unknown
Failure_Mode:Cu_YSZ_cermet_instability_above_650_C,Operating_Condition:temperature_above_900_C,caused_by,doc_1213,doc_1213_chunk_111324,,doc_1213,CORR,CORR
Failure_Mode:Cu_agglomeration_in_H_CuCP,Cathode:H_CuCP_catalyst,caused_by,doc_2007,doc_2007_chunk_183651,,doc_2007,CO2RR,CO2RR
Failure_Mode:Cu_atoms_detach_and_aggregate_into_clusters_at_potentials_more_negative_than_0_9_V_vs_RHE,Operating_Condition:Potential_below_0_8_V_vs_RHE,caused_by,doc_1543,doc_1543_chunk_139468,,doc_1543,unknown,non_reaction
Failure_Mode:Cu_cluster_formation,Cathode:Hex_2Cu_O_copper_complex,caused_by,doc_0483,doc_0483_chunk_043555,,doc_0483,unknown,unknown
Failure_Mode:Cu_clusters_do_not_revert_to_N_coordinated_single_atom_configuration_after_potential_removal,Cathode:Cu_clusters_on_carbon_support,caused_by,doc_1543,doc_1543_chunk_139454,,doc_1543,unknown,non_reaction
Failure_Mode:Cu_clusters_stabilized_by_surface_hydroxyl_groups_and_may_oxidize_to_Cu_oxide,Cathode:Cu_clusters_on_carbon_support,caused_by,doc_1543,doc_1543_chunk_139468,,doc_1543,unknown,non_reaction
Failure_Mode:Cu_dissolution,Operating_Condition:Potential_cycling,caused_by,doc_1377,doc_1377_chunk_124140,,doc_1377,CO2RR,CO2RR
Failure_Mode:Cu_dissolution_and_reconstruction,Electrolyte:3_M_KCl_1_M_HCl_acidic_electrolyte,caused_by,doc_0695,doc_0695_chunk_066273,,doc_0695,CO2RR,CO2RR
Failure_Mode:Cu_dissolution_and_reconstruction,Electrolyte:3_M_KCl_1_M_HCl_acidic_electrolyte,caused_by,doc_2484,doc_2484_chunk_230550,,doc_2484,other_reaction,other_reaction
Failure_Mode:Cu_dissolution_and_reconstruction,Gas_Feed:CO2_gas_feed,caused_by,doc_2484,doc_2484_chunk_230550,,doc_2484,other_reaction,other_reaction
Failure_Mode:Cu_dissolution_during_CO2RR,Cathode:CuAg_NTA_catalyst_on_Sigracet_29bc_gas_diffusion_carbon_paper,caused_by,doc_0683,doc_0683_chunk_064851,,doc_0683,unknown,non_reaction
Failure_Mode:Cu_dissolution_during_reaction,Cathode:Cu_catalyst,caused_by,doc_0581,doc_0581_chunk_053384,,doc_0581,CO2RR,CO2RR
Failure_Mode:Cu_facet_reconstruction,Cathode:nanoporous_Cu0_9Zn0_1_catalyst,caused_by,doc_2342,doc_2342_chunk_215389,,doc_2342,CO2RR,CO2RR
Failure_Mode:Cu_microtube_catalyst_dissolution,Cathode:Cu_microtube_inner_surface_catalyst,caused_by,doc_1974,doc_1974_chunk_180078,,doc_1974,other_reaction,other_reaction
Failure_Mode:Cu_mobility_causes_instability_of_Cu_YSZ_cermets_above_650_C,Operating_Condition:Operating_temperature_below_700_C,caused_by,doc_0316,doc_0316_chunk_029659,,doc_0316,CORR,CORR
Failure_Mode:Cu_mobility_instability,Anode:Cu_CeO2_YSZ_composite,caused_by,doc_0316,doc_0316_chunk_029659,,doc_0316,CORR,CORR
Failure_Mode:Cu_nanoparticle_agglomeration,Cathode:CuO_nanoplate_arrays_on_Cu_foil,caused_by,doc_1454,doc_1454_chunk_130827,,doc_1454,other_reaction,other_reaction
Failure_Mode:Cu_nanoparticle_agglomeration_and_surface_reconstruction,Cathode:Cu_nanoparticles_with_quasi_graphitic_carbon_shell,caused_by,doc_1406,doc_1406_chunk_126567,,doc_1406,other_reaction,other_reaction
Failure_Mode:Cu_nanoparticle_agglomeration_causing_increased_HER,Cathode:Cu_KOH_electrode,caused_by,doc_2167,doc_2167_chunk_200541,,doc_2167,unknown,unknown
Failure_Mode:Cu_nanoparticle_dissolution_at_open_circuit_potential_immersion,Operating_Condition:potential_control,caused_by,doc_0134,doc_0134_chunk_015235,,doc_0134,unknown,unknown
Failure_Mode:Cu_nanoparticle_dissolution_at_open_circuit_potential_in_alkaline_electrolyte,Operating_Condition:potential_control,caused_by,doc_0134,doc_0134_chunk_015235,,doc_0134,unknown,unknown
Failure_Mode:Cu_reduction_and_chalcogenide_ligand_evacuation_at_high_potentials,Cathode:CuS_catalyst,caused_by,doc_0702,doc_0702_chunk_067077,,doc_0702,CORR,CORR
Failure_Mode:Cu_rich_adparticle_formation,Cathode:GDE,caused_by,doc_0904,doc_0904_chunk_085366,,doc_0904,CORR,CORR
Failure_Mode:Cu_rich_adparticle_formation,Operating_Condition:static_CO2RR,caused_by,doc_0904,doc_0904_chunk_085372,,doc_0904,CORR,CORR
Failure_Mode:Cu_species_decrease_on_Cu_x_O_surface_during_reaction,Cathode:Cu_x_O_catalyst,caused_by,doc_1594,doc_1594_chunk_144990,,doc_1594,other_reaction,other_reaction
Failure_Mode:Cu_surface_reconstruction_at_negative_potentials_in_alkaline_electrolyte,Cathode:oxide_derived_Cu_OD_Cu_film,caused_by,doc_0470,doc_0470_chunk_042258,,doc_0470,CO2RR,CO2RR
Failure_Mode:Cu_x_O_species_unstable_and_reduced_during_glycolaldehyde_electroreduction,Cathode:Cu_x_O_catalyst,caused_by,doc_1594,doc_1594_chunk_144989,,doc_1594,other_reaction,other_reaction
Failure_Mode:Current_density_decline_on_Pd_due_to_CO_poisoning_at_potentials_0_23_V_vs_RHE,Operating_Condition:CO2_reduction_reaction_conditions,caused_by,doc_2328,doc_2328_chunk_214048,,doc_2328,CO2RR,CO2RR
Failure_Mode:DHA_selectivity_decrease_due_to_peroxidation,Anode:Bi_rich_BiVO4_with_oxygen_vacancies_photoanode,caused_by,doc_0610,doc_0610_chunk_056531,,doc_0610,other_reaction,other_reaction
Failure_Mode:Damage_to_double_sulfur_vacancy_sites_from_excessive_lithium_tuning_cycles,Cathode:CuS_x_DSV_catalyst,caused_by,doc_1876,doc_1876_chunk_170635,,doc_1876,other_reaction,other_reaction
Failure_Mode:Deactivation_via_coking_due_to_carbon_adhesion_on_solid_catalysts,Cathode:Cerium_containing_liquid_metal_catalyst,caused_by,doc_1280,doc_1280_chunk_116086,,doc_1280,other_reaction,other_reaction
Failure_Mode:Dead_Li_metal_formation,Operating_Condition:Current_density_0_5_to_2_mA_cm_2,caused_by,doc_1250,doc_1250_chunk_113813,,doc_1250,CO2RR,CO2RR
Failure_Mode:Dealkylation_degradation_pathway,Electrolyte:KOH_electrolyte,caused_by,doc_1837,doc_1837_chunk_167375,,doc_1837,CO2RR,CO2RR
Failure_Mode:Decay_rate_0_2_mV_h_1_during_500_h_electrolysis,Anode:LaIr_Co3O4_catalyst,caused_by,doc_1609,doc_1609_chunk_146647,,doc_1609,other_reaction,other_reaction
Failure_Mode:Decay_rate_0_2_mV_h_for_Ir_Co3O4_with_surface_adsorbed_Ir,Operating_Condition:1_0_A_cm_2_current_density,caused_by,doc_2486,doc_2486_chunk_230744,,doc_2486,other_reaction,other_reaction
Failure_Mode:Decline_in_C4_olefin_selectivity_during_ambient_pressure_CO2_hydrogenation,Operating_Condition:Catalytic_test_conditions,caused_by,doc_0468,doc_0468_chunk_042108,,doc_0468,CO2RR,CO2RR
Failure_Mode:Decline_of_ethylene_partial_current_densities_over_time_after_oxidation,Operating_Condition:Anodic_oxidation_at_1_5_V_for_5_min,caused_by,doc_0069,doc_0069_chunk_008393,,doc_0069,CORR,CORR
Failure_Mode:Decline_of_ethylene_partial_current_densities_over_time_after_oxidation,Operating_Condition:CORR_at_2_2_V,caused_by,doc_0069,doc_0069_chunk_008393,,doc_0069,CORR,CORR
Failure_Mode:Decline_of_ethylene_partial_current_density_over_time,Operating_Condition:Anodic_oxidation_at_1_5_V_for_5_min,caused_by,doc_0069,doc_0069_chunk_008393,,doc_0069,CORR,CORR
Failure_Mode:Decomposition_of_H_CuCP_to_metallic_Cu_during_CO2RR,Cathode:H_CuCP_electrode,caused_by,doc_0650,doc_0650_chunk_061197,,doc_0650,CO2RR,CO2RR
Failure_Mode:Decrease_in_current_density_above_0_15_V_at_high_Ru_TiO_ratio,Operating_Condition:Potential_up_to_0_9_V_vs_RHE,caused_by,doc_1677,doc_1677_chunk_152822,,doc_1677,other_reaction,other_reaction
Failure_Mode:Decrease_in_current_density_during_electrolysis,Operating_Condition:Electrolysis_potentials_from_0_97_to_0_37_V_vs_RHE,caused_by,doc_0104,doc_0104_chunk_012195,,doc_0104,other_reaction,other_reaction
Failure_Mode:Decrease_in_electrochemical_surface_area_of_CF_CuO_nanowires,Operating_Condition:Current_density_100_mA_cm_2,caused_by,doc_1969,doc_1969_chunk_179601,,doc_1969,CO2RR,CO2RR
Failure_Mode:Decreased_enantioselectivity_after_repeated_use,Cathode:Chiral_encoded_mesoporous_platinum_CIMP,caused_by,doc_0323,doc_0323_chunk_030120,,doc_0323,CO2RR,CO2RR
Failure_Mode:Decreased_enantioselectivity_after_repeated_use,Operating_Condition:Pulsed_electroconversion_with_2_s_pulses,caused_by,doc_0323,doc_0323_chunk_030120,,doc_0323,CO2RR,CO2RR
Failure_Mode:Decreased_ethanol_selectivity_at_more_negative_potentials,Operating_Condition:Potential_1_1_V_vs_RHE,caused_by,doc_1900,doc_1900_chunk_172660,,doc_1900,other_reaction,other_reaction
Failure_Mode:Decreased_formate_selectivity,Gas_Feed:CO2,caused_by,doc_0389,doc_0389_chunk_035520,,doc_0389,unknown,unknown
Failure_Mode:Decreased_sucrose_production_after_hexokinase_Hxk2_deletion,Gas_Feed:Ethanol,caused_by,doc_0884,doc_0884_chunk_083287,,doc_0884,CO2RR,CO2RR
